year,pwsid,pwsname,eparegion,pwstype,populationservedcount,iswholesaler,primarysourcedummy,ownertypedummy,size_dummy,source_gw_sw,source_purchased,owner_dummy,married,single,divorced_widowed_separated,less_than_hs,hs_more,college_more,average_household_size,median_household_income,per_capita_income,median_year_structure_built,owner_occupied_housing_units,total_pop,median_age,population_over_15,population_over_18,population_over_25,pop_density,unemployment,housing_density
2013,FL2550908,JEA:  PONTE VEDRA GRID,Region 4,Community water system,5325,N,0,4,0,0,0,1,0.550961412111226,0.252844863537684,0.196193724351089,0.0596494795536286,0.940350520446371,0.729689093600063,2.64,65038.0839381547,36698.9362671381,1995.5,0.749249722345178,210083.5,42.8,0.820872452132856,0.778828323084741,0.698099042021207,349.75715,0.07315734134639,157.30988752381
2014,FL2550908,JEA:  PONTE VEDRA GRID,Region 4,Community water system,5325,N,0,4,0,0,0,1,0.54805549562123,0.25687525907722,0.19506924530155,0.0572054940348313,0.942794505965169,0.736284531440307,2.69,64423.3319113526,36206.7799290112,1996,0.742988940190271,216765,43,0.823753930725629,0.782020221748877,0.700074152124341,360.8808,0.0743993099299496,159.895397534728
2015,FL2550908,JEA:  PONTE VEDRA GRID,Region 4,Community water system,5325,N,0,4,0,0,0,1,0.545149579131234,0.260905654616756,0.19394476625201,0.0547615085160339,0.945238491483966,0.742879969280552,2.74,63808.5798845506,35714.6235908844,1996.5,0.736728158035365,223446.5,43.2,0.826635409318401,0.785212120413013,0.702049262227474,372.00445,0.0756412785135092,162.480907545646
2013,FL2551004,ST. JOHNS COUNTY SAWGRASS GRID,Region 4,Community water system,12133,N,0,4,1,0,0,1,0.550961412111226,0.252844863537684,0.196193724351089,0.0596494795536286,0.940350520446371,0.729689093600063,2.64,65038.0839381547,36698.9362671381,1995.5,0.749249722345178,210083.5,42.8,0.820872452132856,0.778828323084741,0.698099042021207,349.75715,0.07315734134639,157.30988752381
2014,FL2551004,ST. JOHNS COUNTY SAWGRASS GRID,Region 4,Community water system,12133,N,0,4,1,0,0,1,0.54805549562123,0.25687525907722,0.19506924530155,0.0572054940348313,0.942794505965169,0.736284531440307,2.69,64423.3319113526,36206.7799290112,1996,0.742988940190271,216765,43,0.823753930725629,0.782020221748877,0.700074152124341,360.8808,0.0743993099299496,159.895397534728
2015,FL2551004,ST. JOHNS COUNTY SAWGRASS GRID,Region 4,Community water system,12133,N,0,4,1,0,0,1,0.545149579131234,0.260905654616756,0.19394476625201,0.0547615085160339,0.945238491483966,0.742879969280552,2.74,63808.5798845506,35714.6235908844,1996.5,0.736728158035365,223446.5,43.2,0.826635409318401,0.785212120413013,0.702049262227474,372.00445,0.0756412785135092,162.480907545646
2013,FL2554343,ST. JOHNS COUNTY UTILITIES-PONTE VEDRA,Region 4,Community water system,17575,N,0,4,1,0,0,1,0.550961412111226,0.252844863537684,0.196193724351089,0.0596494795536286,0.940350520446371,0.729689093600063,2.64,65038.0839381547,36698.9362671381,1995.5,0.749249722345178,210083.5,42.8,0.820872452132856,0.778828323084741,0.698099042021207,349.75715,0.07315734134639,157.30988752381
2014,FL2554343,ST. JOHNS COUNTY UTILITIES-PONTE VEDRA,Region 4,Community water system,17575,N,0,4,1,0,0,1,0.54805549562123,0.25687525907722,0.19506924530155,0.0572054940348313,0.942794505965169,0.736284531440307,2.69,64423.3319113526,36206.7799290112,1996,0.742988940190271,216765,43,0.823753930725629,0.782020221748877,0.700074152124341,360.8808,0.0743993099299496,159.895397534728
2015,FL2554343,ST. JOHNS COUNTY UTILITIES-PONTE VEDRA,Region 4,Community water system,17575,N,0,4,1,0,0,1,0.545149579131234,0.260905654616756,0.19394476625201,0.0547615085160339,0.945238491483966,0.742879969280552,2.74,63808.5798845506,35714.6235908844,1996.5,0.736728158035365,223446.5,43.2,0.826635409318401,0.785212120413013,0.702049262227474,372.00445,0.0756412785135092,162.480907545646
2013,FL2554471,NORTHWEST UTILITIES WTP,Region 4,Community water system,18435,N,0,2,1,0,0,0,0.550961412111226,0.252844863537684,0.196193724351089,0.0596494795536286,0.940350520446371,0.729689093600063,2.64,65038.0839381547,36698.9362671381,1995.5,0.749249722345178,210083.5,42.8,0.820872452132856,0.778828323084741,0.698099042021207,349.75715,0.07315734134639,157.30988752381
2014,FL2554471,NORTHWEST UTILITIES WTP,Region 4,Community water system,18435,N,0,2,1,0,0,0,0.54805549562123,0.25687525907722,0.19506924530155,0.0572054940348313,0.942794505965169,0.736284531440307,2.69,64423.3319113526,36206.7799290112,1996,0.742988940190271,216765,43,0.823753930725629,0.782020221748877,0.700074152124341,360.8808,0.0743993099299496,159.895397534728
2015,FL2554471,NORTHWEST UTILITIES WTP,Region 4,Community water system,18435,N,0,2,1,0,0,0,0.545149579131234,0.260905654616756,0.19394476625201,0.0547615085160339,0.945238491483966,0.742879969280552,2.74,63808.5798845506,35714.6235908844,1996.5,0.736728158035365,223446.5,43.2,0.826635409318401,0.785212120413013,0.702049262227474,372.00445,0.0756412785135092,162.480907545646
2014,FL2554447,CR-214 MAINLAND,Region 4,Community water system,51962,N,0,2,1,0,0,0,0.54805549562123,0.25687525907722,0.19506924530155,0.0572054940348313,0.942794505965169,0.736284531440307,2.69,64423.3319113526,36206.7799290112,1996,0.742988940190271,216765,43,0.823753930725629,0.782020221748877,0.700074152124341,360.8808,0.0743993099299496,159.895397534728
2015,FL2554447,CR-214 MAINLAND,Region 4,Community water system,51962,N,0,2,1,0,0,0,0.545149579131234,0.260905654616756,0.19394476625201,0.0547615085160339,0.945238491483966,0.742879969280552,2.74,63808.5798845506,35714.6235908844,1996.5,0.736728158035365,223446.5,43.2,0.826635409318401,0.785212120413013,0.702049262227474,372.00445,0.0756412785135092,162.480907545646
2013,FL2610203,LIVE OAK WTP,Region 4,Community water system,12340,N,2,2,1,0,0,0,0.472809477000948,0.292493472945212,0.23469705005384,0.220100600905852,0.779899399094148,0.367829858097216,2.775,37526.7072787829,18631.8443168037,1988.75,0.67744937230365,44330.5,41,0.820373697167689,0.786360539290025,0.68785660106639,64.38223,0.12778072424649,27.4837685972118
2014,FL2610203,LIVE OAK WTP,Region 4,Community water system,12340,N,2,2,1,0,0,0,0.465099473482416,0.305019624708352,0.229880901809232,0.223900156701683,0.776099843298317,0.366331858836925,2.86,37129.4530857154,18275.1764428125,1989.5,0.65246660702147,45257,40.6,0.822919544367633,0.790949813258881,0.68570767268849,65.72781,0.136255713504495,27.367582723348
2015,FL2610203,LIVE OAK WTP,Region 4,Community water system,12340,N,2,2,1,0,0,0,0.457389469963884,0.317545776471493,0.225064753564623,0.227699712497515,0.772300287502485,0.364833859576633,2.945,36732.1988926478,17918.5085688214,1990.25,0.62748384173929,46183.5,40.2,0.825465391567578,0.795539087227737,0.68355874431059,67.07339,0.144730702762501,27.2513968494841
2013,FL3050057,BAREFOOT BAY,Region 4,Community water system,9648,N,0,2,0,0,0,0,0.485930171319677,0.263414851063151,0.250654977617173,0.0957369752093434,0.904263024790657,0.610810197151049,2.51,47218.3704703701,26738.9765364242,1985.25,0.718155047918328,551648.5,46.7,0.847285129171975,0.812286920449573,0.732754924275318,543.1407,0.128833868034661,267.3871091341
2014,FL3050057,BAREFOOT BAY,Region 4,Community water system,9648,N,0,2,0,0,0,0,0.47780103275545,0.267802246242205,0.254396721002345,0.0960724610346685,0.903927538965331,0.61307816262347,2.57,45896.1927731612,26085.4774037487,1985.5,0.712514841709516,554406,47.1,0.849529986231635,0.815775737086185,0.73597702691574,545.8557,0.137018165144762,267.948810598945
2015,FL3050057,BAREFOOT BAY,Region 4,Community water system,9648,N,0,2,0,0,0,0,0.469671894191224,0.272189641421259,0.258138464387517,0.0964079468599936,0.903592053140006,0.615346128095891,2.63,44574.0150759522,25431.9782710732,1985.75,0.706874635500704,557163.5,47.5,0.851774843291296,0.819264553722797,0.739199129556162,548.5707,0.145202462254862,268.510512063791
2013,FL3050890,NORTHGATE MOBILE RANCH,Region 4,Community water system,350,N,0,4,0,0,0,1,0.485930171319677,0.263414851063151,0.250654977617173,0.0957369752093434,0.904263024790657,0.610810197151049,2.51,47218.3704703701,26738.9765364242,1985.25,0.718155047918328,551648.5,46.7,0.847285129171975,0.812286920449573,0.732754924275318,543.1407,0.128833868034661,267.3871091341
2013,FL3050223,"COCOA, CITY OF",Region 4,Community water system,285352,N,4,2,1,1,0,0,0.422975700619734,0.389846092118863,0.187178207261403,0.125413317998527,0.874586682001473,0.61129312579423,2.82,45891.125772376,24425.5511607616,1989.25,0.551226546897164,1227383.5,34.45,0.810416259403818,0.771902940443939,0.654477104645562,1358.5825,0.10728672031754,553.479590540847
2014,FL3050223,"COCOA, CITY OF",Region 4,Community water system,285352,N,4,2,1,1,0,0,0.415805293045439,0.395867411054137,0.188327295900423,0.124279852420172,0.875720147579828,0.614525049784689,2.88,44169.8037041195,23769.3661935156,1989.5,0.542205318133282,1254526,34.7,0.812062446797098,0.774450393115006,0.660628581354735,1388.626,0.110469499524392,557.977453797785
2015,FL3050223,"COCOA, CITY OF",Region 4,Community water system,285352,N,4,2,1,1,0,0,0.408634885471144,0.401888729989412,0.189476384539444,0.123146386841817,0.876853613158184,0.617756973775147,2.94,42448.4816358629,23113.1812262696,1989.75,0.5331840893694,1281668.5,34.95,0.813708634190379,0.776997845786072,0.666780058063907,1418.6695,0.113652278731244,562.475317054723
2013,FL3050442,"PALM BAY, CITY OF",Region 4,Community water system,114587,N,0,2,1,0,0,0,0.485930171319677,0.263414851063151,0.250654977617173,0.0957369752093434,0.904263024790657,0.610810197151049,2.51,47218.3704703701,26738.9765364242,1985.25,0.718155047918328,551648.5,46.7,0.847285129171975,0.812286920449573,0.732754924275318,543.1407,0.128833868034661,267.3871091341
2014,FL3050442,"PALM BAY, CITY OF",Region 4,Community water system,114587,N,0,2,1,0,0,0,0.47780103275545,0.267802246242205,0.254396721002345,0.0960724610346685,0.903927538965331,0.61307816262347,2.57,45896.1927731612,26085.4774037487,1985.5,0.712514841709516,554406,47.1,0.849529986231635,0.815775737086185,0.73597702691574,545.8557,0.137018165144762,267.948810598945
2015,FL3050442,"PALM BAY, CITY OF",Region 4,Community water system,114587,N,0,2,1,0,0,0,0.469671894191224,0.272189641421259,0.258138464387517,0.0964079468599936,0.903592053140006,0.615346128095891,2.63,44574.0150759522,25431.9782710732,1985.75,0.706874635500704,557163.5,47.5,0.851774843291296,0.819264553722797,0.739199129556162,548.5707,0.145202462254862,268.510512063791
2014,FL3050890,NORTHGATE MOBILE RANCH,Region 4,Community water system,350,N,0,4,0,0,0,1,0.47780103275545,0.267802246242205,0.254396721002345,0.0960724610346685,0.903927538965331,0.61307816262347,2.57,45896.1927731612,26085.4774037487,1985.5,0.712514841709516,554406,47.1,0.849529986231635,0.815775737086185,0.73597702691574,545.8557,0.137018165144762,267.948810598945
2015,FL3050890,NORTHGATE MOBILE RANCH,Region 4,Community water system,350,N,0,4,0,0,0,1,0.469671894191224,0.272189641421259,0.258138464387517,0.0964079468599936,0.903592053140006,0.615346128095891,2.63,44574.0150759522,25431.9782710732,1985.75,0.706874635500704,557163.5,47.5,0.851774843291296,0.819264553722797,0.739199129556162,548.5707,0.145202462254862,268.510512063791
2013,FL3310206,"VERO BEACH, CITY OF",Region 4,Community water system,37308,N,0,2,1,0,0,0,0.508880368686578,0.234291986094702,0.25682764521872,0.125421009472209,0.874578990527791,0.577854010521827,2.515,43008.1097557055,30234.0221333324,1989,0.739331623505723,142363,50.75,0.855584768115639,0.821138453873061,0.753281140763627,283.09995,0.142681202077499,153.132489928804
2013,FL3051367,"TITUSVILLE, CITY OF",Region 4,Community water system,53353,N,5,2,1,1,1,0,0.485930171319677,0.263414851063151,0.250654977617173,0.0957369752093434,0.904263024790657,0.610810197151049,2.51,47218.3704703701,26738.9765364242,1985.25,0.718155047918328,551648.5,46.7,0.847285129171975,0.812286920449573,0.732754924275318,543.1407,0.128833868034661,267.3871091341
2014,FL3051367,"TITUSVILLE, CITY OF",Region 4,Community water system,53353,N,5,2,1,1,1,0,0.47780103275545,0.267802246242205,0.254396721002345,0.0960724610346685,0.903927538965331,0.61307816262347,2.57,45896.1927731612,26085.4774037487,1985.5,0.712514841709516,554406,47.1,0.849529986231635,0.815775737086185,0.73597702691574,545.8557,0.137018165144762,267.948810598945
2015,FL3051367,"TITUSVILLE, CITY OF",Region 4,Community water system,53353,N,5,2,1,1,1,0,0.469671894191224,0.272189641421259,0.258138464387517,0.0964079468599936,0.903592053140006,0.615346128095891,2.63,44574.0150759522,25431.9782710732,1985.75,0.706874635500704,557163.5,47.5,0.851774843291296,0.819264553722797,0.739199129556162,548.5707,0.145202462254862,268.510512063791
2013,FL3051447,"MELBOURNE, CITY OF",Region 4,Community water system,162434,N,4,2,1,1,0,0,0.485930171319677,0.263414851063151,0.250654977617173,0.0957369752093434,0.904263024790657,0.610810197151049,2.51,47218.3704703701,26738.9765364242,1985.25,0.718155047918328,551648.5,46.7,0.847285129171975,0.812286920449573,0.732754924275318,543.1407,0.128833868034661,267.3871091341
2014,FL3051447,"MELBOURNE, CITY OF",Region 4,Community water system,162434,N,4,2,1,1,0,0,0.47780103275545,0.267802246242205,0.254396721002345,0.0960724610346685,0.903927538965331,0.61307816262347,2.57,45896.1927731612,26085.4774037487,1985.5,0.712514841709516,554406,47.1,0.849529986231635,0.815775737086185,0.73597702691574,545.8557,0.137018165144762,267.948810598945
2015,FL3051447,"MELBOURNE, CITY OF",Region 4,Community water system,162434,N,4,2,1,1,0,0,0.469671894191224,0.272189641421259,0.258138464387517,0.0964079468599936,0.903592053140006,0.615346128095891,2.63,44574.0150759522,25431.9782710732,1985.75,0.706874635500704,557163.5,47.5,0.851774843291296,0.819264553722797,0.739199129556162,548.5707,0.145202462254862,268.510512063791
2013,FL3051460,WEST MELBOURNE WTR SYS(CONSEC),Region 4,Community water system,19118,N,5,2,1,1,1,0,0.485930171319677,0.263414851063151,0.250654977617173,0.0957369752093434,0.904263024790657,0.610810197151049,2.51,47218.3704703701,26738.9765364242,1985.25,0.718155047918328,551648.5,46.7,0.847285129171975,0.812286920449573,0.732754924275318,543.1407,0.128833868034661,267.3871091341
2014,FL3051460,WEST MELBOURNE WTR SYS(CONSEC),Region 4,Community water system,19118,N,5,2,1,1,1,0,0.47780103275545,0.267802246242205,0.254396721002345,0.0960724610346685,0.903927538965331,0.61307816262347,2.57,45896.1927731612,26085.4774037487,1985.5,0.712514841709516,554406,47.1,0.849529986231635,0.815775737086185,0.73597702691574,545.8557,0.137018165144762,267.948810598945
2015,FL3051460,WEST MELBOURNE WTR SYS(CONSEC),Region 4,Community water system,19118,N,5,2,1,1,1,0,0.469671894191224,0.272189641421259,0.258138464387517,0.0964079468599936,0.903592053140006,0.615346128095891,2.63,44574.0150759522,25431.9782710732,1985.75,0.706874635500704,557163.5,47.5,0.851774843291296,0.819264553722797,0.739199129556162,548.5707,0.145202462254862,268.510512063791
2014,FL3310206,"VERO BEACH, CITY OF",Region 4,Community water system,37308,N,0,2,1,0,0,0,0.500066113144748,0.238454028592579,0.261479858262674,0.123117899262712,0.876882100737288,0.577618165258976,2.6,41318.226958525,29342.1423632788,1989,0.736362664541353,143808,51.3,0.858148630456288,0.824191212519111,0.755671692674161,285.9734,0.149498088387927,153.569977233348
2015,FL3310206,"VERO BEACH, CITY OF",Region 4,Community water system,37308,N,0,2,1,0,0,0,0.491251857602918,0.242616071090455,0.266132071306627,0.120814789053216,0.879185210946784,0.577382319996125,2.685,39628.3441613446,28450.2625932252,1989,0.733393705576984,145253,51.85,0.860712492796937,0.827243971165161,0.758062244584696,288.84685,0.156314974698356,154.007464537892
2013,FL3314052,INDIAN RIVER COUNTY UTILITIES  (2 WTPS),Region 4,Community water system,109286,N,0,2,1,0,0,0,0.508880368686578,0.234291986094702,0.25682764521872,0.125421009472209,0.874578990527791,0.577854010521827,2.515,43008.1097557055,30234.0221333324,1989,0.739331623505723,142363,50.75,0.855584768115639,0.821138453873061,0.753281140763627,283.09995,0.142681202077499,153.132489928804
2014,FL3314052,INDIAN RIVER COUNTY UTILITIES  (2 WTPS),Region 4,Community water system,109286,N,0,2,1,0,0,0,0.500066113144748,0.238454028592579,0.261479858262674,0.123117899262712,0.876882100737288,0.577618165258976,2.6,41318.226958525,29342.1423632788,1989,0.736362664541353,143808,51.3,0.858148630456288,0.824191212519111,0.755671692674161,285.9734,0.149498088387927,153.569977233348
2015,FL3314052,INDIAN RIVER COUNTY UTILITIES  (2 WTPS),Region 4,Community water system,109286,N,0,2,1,0,0,0,0.491251857602918,0.242616071090455,0.266132071306627,0.120814789053216,0.879185210946784,0.577382319996125,2.685,39628.3441613446,28450.2625932252,1989,0.733393705576984,145253,51.85,0.860712492796937,0.827243971165161,0.758062244584696,288.84685,0.156314974698356,154.007464537892
2013,FL3350319,EAGLES NEST MOBILE HOME ESTATE,Region 4,Community water system,340,N,0,4,0,0,0,1,0.549998359331581,0.239856080499215,0.210145560169205,0.131265395453611,0.868734604546389,0.533588431727894,2.63,44269.1086274013,23283.2734700944,1992.25,0.734800974760501,308989,46.5,0.8344746454435,0.799885309650372,0.729420822262162,329.27875,0.115606997323962,155.192407752396
2013,FL3350215,"CLERMONT, CITY OF (3 WPS)",Region 4,Community water system,11265,N,0,2,1,0,0,0,0.549998359331581,0.239856080499215,0.210145560169205,0.131265395453611,0.868734604546389,0.533588431727894,2.63,44269.1086274013,23283.2734700944,1992.25,0.734800974760501,308989,46.5,0.8344746454435,0.799885309650372,0.729420822262162,329.27875,0.115606997323962,155.192407752396
2014,FL3350215,"CLERMONT, CITY OF (3 WPS)",Region 4,Community water system,11265,N,0,2,1,0,0,0,0.541350987476936,0.24796080330338,0.210688209219684,0.131265197291484,0.868734802708516,0.534809696292227,2.7,43019.2513814247,22434.9372526043,1992.5,0.72469089450515,312968,46.8,0.83644215997326,0.80246233432648,0.730845841108043,333.519,0.122446331746359,155.367847363949
2015,FL3350215,"CLERMONT, CITY OF (3 WPS)",Region 4,Community water system,11265,N,0,2,1,0,0,0,0.532703615622291,0.256065526107545,0.211230858270164,0.131264999129358,0.868735000870642,0.53603096085656,2.77,41769.3941354481,21586.6010351142,1992.75,0.7145808142498,316947,47.1,0.83840967450302,0.805039359002589,0.732270859953924,337.75925,0.129285666168756,155.543286975503
2014,FL3350319,EAGLES NEST MOBILE HOME ESTATE,Region 4,Community water system,340,N,0,4,0,0,0,1,0.541350987476936,0.24796080330338,0.210688209219684,0.131265197291484,0.868734802708516,0.534809696292227,2.7,43019.2513814247,22434.9372526043,1992.5,0.72469089450515,312968,46.8,0.83644215997326,0.80246233432648,0.730845841108043,333.519,0.122446331746359,155.367847363949
2013,FL3350346,"EUSTIS, CITY OF (4 WPS)",Region 4,Community water system,34349,N,0,2,1,0,0,0,0.549998359331581,0.239856080499215,0.210145560169205,0.131265395453611,0.868734604546389,0.533588431727894,2.63,44269.1086274013,23283.2734700944,1992.25,0.734800974760501,308989,46.5,0.8344746454435,0.799885309650372,0.729420822262162,329.27875,0.115606997323962,155.192407752396
2014,FL3350346,"EUSTIS, CITY OF (4 WPS)",Region 4,Community water system,34349,N,0,2,1,0,0,0,0.541350987476936,0.24796080330338,0.210688209219684,0.131265197291484,0.868734802708516,0.534809696292227,2.7,43019.2513814247,22434.9372526043,1992.5,0.72469089450515,312968,46.8,0.83644215997326,0.80246233432648,0.730845841108043,333.519,0.122446331746359,155.367847363949
2015,FL3350346,"EUSTIS, CITY OF (4 WPS)",Region 4,Community water system,34349,N,0,2,1,0,0,0,0.532703615622291,0.256065526107545,0.211230858270164,0.131264999129358,0.868735000870642,0.53603096085656,2.77,41769.3941354481,21586.6010351142,1992.75,0.7145808142498,316947,47.1,0.83840967450302,0.805039359002589,0.732270859953924,337.75925,0.129285666168756,155.543286975503
2015,FL3350319,EAGLES NEST MOBILE HOME ESTATE,Region 4,Community water system,340,N,0,4,0,0,0,1,0.532703615622291,0.256065526107545,0.211230858270164,0.131264999129358,0.868735000870642,0.53603096085656,2.77,41769.3941354481,21586.6010351142,1992.75,0.7145808142498,316947,47.1,0.83840967450302,0.805039359002589,0.732270859953924,337.75925,0.129285666168756,155.543286975503
2013,FL3350745,"LEESBURG, CITY OF",Region 4,Community water system,35466,N,0,2,1,0,0,0,0.549998359331581,0.239856080499215,0.210145560169205,0.131265395453611,0.868734604546389,0.533588431727894,2.63,44269.1086274013,23283.2734700944,1992.25,0.734800974760501,308989,46.5,0.8344746454435,0.799885309650372,0.729420822262162,329.27875,0.115606997323962,155.192407752396
2013,FL3350476,GROVELAND WATER DEPARTMENT (3 WPS),Region 4,Community water system,12243,N,0,2,1,0,0,0,0.549998359331581,0.239856080499215,0.210145560169205,0.131265395453611,0.868734604546389,0.533588431727894,2.63,44269.1086274013,23283.2734700944,1992.25,0.734800974760501,308989,46.5,0.8344746454435,0.799885309650372,0.729420822262162,329.27875,0.115606997323962,155.192407752396
2014,FL3350476,GROVELAND WATER DEPARTMENT (3 WPS),Region 4,Community water system,12243,N,0,2,1,0,0,0,0.541350987476936,0.24796080330338,0.210688209219684,0.131265197291484,0.868734802708516,0.534809696292227,2.7,43019.2513814247,22434.9372526043,1992.5,0.72469089450515,312968,46.8,0.83644215997326,0.80246233432648,0.730845841108043,333.519,0.122446331746359,155.367847363949
2015,FL3350476,GROVELAND WATER DEPARTMENT (3 WPS),Region 4,Community water system,12243,N,0,2,1,0,0,0,0.532703615622291,0.256065526107545,0.211230858270164,0.131264999129358,0.868735000870642,0.53603096085656,2.77,41769.3941354481,21586.6010351142,1992.75,0.7145808142498,316947,47.1,0.83840967450302,0.805039359002589,0.732270859953924,337.75925,0.129285666168756,155.543286975503
2014,FL3350745,"LEESBURG, CITY OF",Region 4,Community water system,35466,N,0,2,1,0,0,0,0.541350987476936,0.24796080330338,0.210688209219684,0.131265197291484,0.868734802708516,0.534809696292227,2.7,43019.2513814247,22434.9372526043,1992.5,0.72469089450515,312968,46.8,0.83644215997326,0.80246233432648,0.730845841108043,333.519,0.122446331746359,155.367847363949
2015,FL3350745,"LEESBURG, CITY OF",Region 4,Community water system,35466,N,0,2,1,0,0,0,0.532703615622291,0.256065526107545,0.211230858270164,0.131264999129358,0.868735000870642,0.53603096085656,2.77,41769.3941354481,21586.6010351142,1992.75,0.7145808142498,316947,47.1,0.83840967450302,0.805039359002589,0.732270859953924,337.75925,0.129285666168756,155.543286975503
2013,FL3350836,MINNEOLA WATER DEPARTMENT (2 WPS),Region 4,Community water system,14182,N,0,2,1,0,0,0,0.549998359331581,0.239856080499215,0.210145560169205,0.131265395453611,0.868734604546389,0.533588431727894,2.63,44269.1086274013,23283.2734700944,1992.25,0.734800974760501,308989,46.5,0.8344746454435,0.799885309650372,0.729420822262162,329.27875,0.115606997323962,155.192407752396
2014,FL3350836,MINNEOLA WATER DEPARTMENT (2 WPS),Region 4,Community water system,14182,N,0,2,1,0,0,0,0.541350987476936,0.24796080330338,0.210688209219684,0.131265197291484,0.868734802708516,0.534809696292227,2.7,43019.2513814247,22434.9372526043,1992.5,0.72469089450515,312968,46.8,0.83644215997326,0.80246233432648,0.730845841108043,333.519,0.122446331746359,155.367847363949
2015,FL3350836,MINNEOLA WATER DEPARTMENT (2 WPS),Region 4,Community water system,14182,N,0,2,1,0,0,0,0.532703615622291,0.256065526107545,0.211230858270164,0.131264999129358,0.868735000870642,0.53603096085656,2.77,41769.3941354481,21586.6010351142,1992.75,0.7145808142498,316947,47.1,0.83840967450302,0.805039359002589,0.732270859953924,337.75925,0.129285666168756,155.543286975503
2013,FL3350858,"MOUNT DORA, CITY OF (2 WPS)",Region 4,Community water system,29996,N,0,2,1,0,0,0,0.549998359331581,0.239856080499215,0.210145560169205,0.131265395453611,0.868734604546389,0.533588431727894,2.63,44269.1086274013,23283.2734700944,1992.25,0.734800974760501,308989,46.5,0.8344746454435,0.799885309650372,0.729420822262162,329.27875,0.115606997323962,155.192407752396
2014,FL3350858,"MOUNT DORA, CITY OF (2 WPS)",Region 4,Community water system,29996,N,0,2,1,0,0,0,0.541350987476936,0.24796080330338,0.210688209219684,0.131265197291484,0.868734802708516,0.534809696292227,2.7,43019.2513814247,22434.9372526043,1992.5,0.72469089450515,312968,46.8,0.83644215997326,0.80246233432648,0.730845841108043,333.519,0.122446331746359,155.367847363949
2015,FL3350858,"MOUNT DORA, CITY OF (2 WPS)",Region 4,Community water system,29996,N,0,2,1,0,0,0,0.532703615622291,0.256065526107545,0.211230858270164,0.131264999129358,0.868735000870642,0.53603096085656,2.77,41769.3941354481,21586.6010351142,1992.75,0.7145808142498,316947,47.1,0.83840967450302,0.805039359002589,0.732270859953924,337.75925,0.129285666168756,155.543286975503
2013,FL3350942,"VILLAGES OF LAKE-SUMTER - WTPS 1, 3, ; 5",Region 4,Community water system,24533,N,0,2,1,0,0,0,0.549998359331581,0.239856080499215,0.210145560169205,0.131265395453611,0.868734604546389,0.533588431727894,2.63,44269.1086274013,23283.2734700944,1992.25,0.734800974760501,308989,46.5,0.8344746454435,0.799885309650372,0.729420822262162,329.27875,0.115606997323962,155.192407752396
2014,FL3350942,"VILLAGES OF LAKE-SUMTER - WTPS 1, 3, ; 5",Region 4,Community water system,24533,N,0,2,1,0,0,0,0.541350987476936,0.24796080330338,0.210688209219684,0.131265197291484,0.868734802708516,0.534809696292227,2.7,43019.2513814247,22434.9372526043,1992.5,0.72469089450515,312968,46.8,0.83644215997326,0.80246233432648,0.730845841108043,333.519,0.122446331746359,155.367847363949
2015,FL3350942,"VILLAGES OF LAKE-SUMTER - WTPS 1, 3, ; 5",Region 4,Community water system,24533,N,0,2,1,0,0,0,0.532703615622291,0.256065526107545,0.211230858270164,0.131264999129358,0.868735000870642,0.53603096085656,2.77,41769.3941354481,21586.6010351142,1992.75,0.7145808142498,316947,47.1,0.83840967450302,0.805039359002589,0.732270859953924,337.75925,0.129285666168756,155.543286975503
2013,FL3354881,LAKE UTILITY SERVICES INC SOUTH,Region 4,Community water system,10266,N,0,4,1,0,0,1,0.549998359331581,0.239856080499215,0.210145560169205,0.131265395453611,0.868734604546389,0.533588431727894,2.63,44269.1086274013,23283.2734700944,1992.25,0.734800974760501,308989,46.5,0.8344746454435,0.799885309650372,0.729420822262162,329.27875,0.115606997323962,155.192407752396
2013,FL3351333,TAVARES WATER DEPARTMENT (4 WPS),Region 4,Community water system,25746,N,0,2,1,0,0,0,0.549998359331581,0.239856080499215,0.210145560169205,0.131265395453611,0.868734604546389,0.533588431727894,2.63,44269.1086274013,23283.2734700944,1992.25,0.734800974760501,308989,46.5,0.8344746454435,0.799885309650372,0.729420822262162,329.27875,0.115606997323962,155.192407752396
2014,FL3351333,TAVARES WATER DEPARTMENT (4 WPS),Region 4,Community water system,25746,N,0,2,1,0,0,0,0.541350987476936,0.24796080330338,0.210688209219684,0.131265197291484,0.868734802708516,0.534809696292227,2.7,43019.2513814247,22434.9372526043,1992.5,0.72469089450515,312968,46.8,0.83644215997326,0.80246233432648,0.730845841108043,333.519,0.122446331746359,155.367847363949
2015,FL3351333,TAVARES WATER DEPARTMENT (4 WPS),Region 4,Community water system,25746,N,0,2,1,0,0,0,0.532703615622291,0.256065526107545,0.211230858270164,0.131264999129358,0.868735000870642,0.53603096085656,2.77,41769.3941354481,21586.6010351142,1992.75,0.7145808142498,316947,47.1,0.83840967450302,0.805039359002589,0.732270859953924,337.75925,0.129285666168756,155.543286975503
2013,FL3354104,CLERBROOK RV RESORTS (2 WPS),Region 4,Community water system,3142,N,0,4,0,0,0,1,0.549998359331581,0.239856080499215,0.210145560169205,0.131265395453611,0.868734604546389,0.533588431727894,2.63,44269.1086274013,23283.2734700944,1992.25,0.734800974760501,308989,46.5,0.8344746454435,0.799885309650372,0.729420822262162,329.27875,0.115606997323962,155.192407752396
