pwsid,pwsname,size,facilitywatertype,collectiondate,sampleid,contaminant,mrl,methodid,analyticalresultssign,analyticalresultvalue,sampleeventcode,monitoringrequirement,region,state
FL1570232,East Milton Water System,L,GW,4/16/2014,35134557003AM,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE2,AM,4,FL
FL1570232,East Milton Water System,L,GW,4/16/2014,35134557003AM,strontium,0.3,EPA 200.8,=,8.60,SE2,AM,4,FL
FL1570232,East Milton Water System,L,GW,10/8/2013,35111393001AM,vanadium,0.2,EPA 200.8,<,,SE1,AM,4,FL
FL1570232,East Milton Water System,L,GW,4/16/2014,35134557003AM,vanadium,0.2,EPA 200.8,<,,SE2,AM,4,FL
FL1570232,East Milton Water System,L,GW,4/16/2014,35134557003AM,PFOS,0.04,EPA 537,<,,SE2,AM,4,FL
FL1570232,East Milton Water System,L,GW,4/16/2014,35134557003AM,PFOA,0.02,EPA 537,<,,SE2,AM,4,FL
FL1570232,East Milton Water System,L,GW,4/16/2014,14050172-002,chlorate,20.0,EPA 300.1,<,,SE2,AM,4,FL
FL1570232,East Milton Water System,L,GW,10/8/2013,35111393003AM,vanadium,0.2,EPA 200.8,<,,SE1,AM,4,FL
FL1570232,East Milton Water System,L,GW,10/8/2013,35111393003AM,molybdenum,1.0,EPA 200.8,<,,SE1,AM,4,FL
FL1570232,East Milton Water System,L,GW,10/8/2013,35111393003AM,strontium,0.3,EPA 200.8,=,8.70,SE1,AM,4,FL
FL1570232,East Milton Water System,L,GW,4/16/2014,35134557003AM,molybdenum,1.0,EPA 200.8,<,,SE2,AM,4,FL
FL1570232,East Milton Water System,L,GW,10/8/2013,35111393003AM,PFOS,0.04,EPA 537,<,,SE1,AM,4,FL
FL1570232,East Milton Water System,L,GW,10/8/2013,35111393003AM,PFOA,0.02,EPA 537,<,,SE1,AM,4,FL
FL1570232,East Milton Water System,L,GW,10/8/2013,35111393003AM,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE1,AM,4,FL
FL1570232,East Milton Water System,L,GW,4/16/2014,35134557003AM,"1,4-dioxane",0.07,EPA 522,<,,SE2,AM,4,FL
FL1570232,East Milton Water System,L,GW,10/8/2013,35111393001AM,molybdenum,1.0,EPA 200.8,<,,SE1,AM,4,FL
FL1570232,East Milton Water System,L,GW,10/8/2013,35111393003AM,chlorate,20.0,EPA 300.1,<,,SE1,AM,4,FL
FL1570232,East Milton Water System,L,GW,4/16/2014,35134557001AM,strontium,0.3,EPA 200.8,=,6.60,SE2,AM,4,FL
FL1570232,East Milton Water System,L,GW,4/16/2014,35134557001AM,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE2,AM,4,FL
FL1570232,East Milton Water System,L,GW,10/8/2013,35111393001AM,"1,4-dioxane",0.07,EPA 522,<,,SE1,AM,4,FL
FL1570232,East Milton Water System,L,GW,4/16/2014,35134557001AM,"1,4-dioxane",0.07,EPA 522,<,,SE2,AM,4,FL
FL1570232,East Milton Water System,L,GW,4/16/2014,35134557001AM,PFOS,0.04,EPA 537,<,,SE2,AM,4,FL
FL1570232,East Milton Water System,L,GW,4/16/2014,35134557001AM,PFOA,0.02,EPA 537,<,,SE2,AM,4,FL
FL1570232,East Milton Water System,L,GW,4/16/2014,14050172-001,chlorate,20.0,EPA 300.1,<,,SE2,AM,4,FL
FL1570232,East Milton Water System,L,GW,10/8/2013,35111393023AM,vanadium,0.2,EPA 200.8,<,,SE1,AM,4,FL
FL1570232,East Milton Water System,L,GW,10/8/2013,35111393001AM,strontium,0.3,EPA 200.8,=,7,SE1,AM,4,FL
FL1570232,East Milton Water System,L,GW,10/8/2013,35111393001AM,chlorate,20.0,EPA 300.1,<,,SE1,AM,4,FL
FL1570232,East Milton Water System,L,GW,10/8/2013,35111393001AM,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE1,AM,4,FL
FL1570232,East Milton Water System,L,GW,4/16/2014,35134557001AM,molybdenum,1.0,EPA 200.8,<,,SE2,AM,4,FL
FL1570232,East Milton Water System,L,GW,4/16/2014,35134557001AM,vanadium,0.2,EPA 200.8,<,,SE2,AM,4,FL
FL1570232,East Milton Water System,L,GW,10/8/2013,35111393001AM,PFOS,0.04,EPA 537,<,,SE1,AM,4,FL
FL1570232,East Milton Water System,L,GW,10/8/2013,35111393001AM,PFOA,0.02,EPA 537,<,,SE1,AM,4,FL
FL1570232,East Milton Water System,L,GW,10/8/2013,35111393007AM,molybdenum,1.0,EPA 200.8,<,,SE1,AM,4,FL
FL1570232,East Milton Water System,L,GW,10/8/2013,35111393007AM,vanadium,0.2,EPA 200.8,<,,SE1,AM,4,FL
FL1570232,East Milton Water System,L,GW,10/8/2013,35111393007AM,"1,4-dioxane",0.07,EPA 522,<,,SE1,AM,4,FL
FL1570232,East Milton Water System,L,GW,10/8/2013,35111393007AM,chlorate,20.0,EPA 300.1,<,,SE1,AM,4,FL
FL1570232,East Milton Water System,L,GW,10/8/2013,35111393007AM,PFOS,0.04,EPA 537,<,,SE1,AM,4,FL
FL1570232,East Milton Water System,L,GW,10/8/2013,35111393007AM,PFOA,0.02,EPA 537,<,,SE1,AM,4,FL
FL1570232,East Milton Water System,L,GW,4/16/2014,14050172-004,chlorate,20.0,EPA 300.1,<,,SE2,AM,4,FL
FL1570232,East Milton Water System,L,GW,10/8/2013,35111393005AM,molybdenum,1.0,EPA 200.8,<,,SE1,AM,4,FL
FL1570232,East Milton Water System,L,GW,4/16/2014,35134557007AM,strontium,0.3,EPA 200.8,=,9.80,SE2,AM,4,FL
FL1570232,East Milton Water System,L,GW,4/16/2014,35134557007AM,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE2,AM,4,FL
FL1570232,East Milton Water System,L,GW,10/8/2013,35111393007AM,strontium,0.3,EPA 200.8,=,10.80,SE1,AM,4,FL
FL1570232,East Milton Water System,L,GW,4/16/2014,35134557007AM,PFOS,0.04,EPA 537,<,,SE2,AM,4,FL
FL1570232,East Milton Water System,L,GW,4/16/2014,35134557007AM,PFOA,0.02,EPA 537,<,,SE2,AM,4,FL
FL1570232,East Milton Water System,L,GW,10/8/2013,35111393007AM,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE1,AM,4,FL
FL1570232,East Milton Water System,L,GW,4/16/2014,35134557005AM,PFOA,0.02,EPA 537,<,,SE2,AM,4,FL
FL1570232,East Milton Water System,L,GW,10/8/2013,35111393005AM,"1,4-dioxane",0.07,EPA 522,<,,SE1,AM,4,FL
FL1570232,East Milton Water System,L,GW,4/16/2014,35134557005AM,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE2,AM,4,FL
FL1570232,East Milton Water System,L,GW,4/16/2014,35134557005AM,PFOS,0.04,EPA 537,<,,SE2,AM,4,FL
FL1570232,East Milton Water System,L,GW,4/16/2014,35134557005AM,molybdenum,1.0,EPA 200.8,<,,SE2,AM,4,FL
FL1570232,East Milton Water System,L,GW,10/8/2013,35111393005AM,PFOS,0.04,EPA 537,<,,SE1,AM,4,FL
FL1570232,East Milton Water System,L,GW,10/8/2013,35111393005AM,PFOA,0.02,EPA 537,<,,SE1,AM,4,FL
FL1570232,East Milton Water System,L,GW,4/16/2014,14050172-003,chlorate,20.0,EPA 300.1,<,,SE2,AM,4,FL
FL1570232,East Milton Water System,L,GW,4/16/2014,35134557007AM,molybdenum,1.0,EPA 200.8,<,,SE2,AM,4,FL
FL1570232,East Milton Water System,L,GW,10/8/2013,35111393005AM,strontium,0.3,EPA 200.8,=,97.20,SE1,AM,4,FL
FL1570232,East Milton Water System,L,GW,10/8/2013,35111393005AM,chlorate,20.0,EPA 300.1,=,24,SE1,AM,4,FL
FL1570232,East Milton Water System,L,GW,10/8/2013,35111393005AM,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE1,AM,4,FL
FL1570232,East Milton Water System,L,GW,10/8/2013,35111393005AM,vanadium,0.2,EPA 200.8,<,,SE1,AM,4,FL
FL1570232,East Milton Water System,L,GW,4/16/2014,35134557005AM,vanadium,0.2,EPA 200.8,<,,SE2,AM,4,FL
FL1570232,East Milton Water System,L,GW,4/16/2014,35134557005AM,"1,4-dioxane",0.07,EPA 522,<,,SE2,AM,4,FL
FL1570232,East Milton Water System,L,GW,4/16/2014,35134557005AM,strontium,0.3,EPA 200.8,=,95.60,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,3/25/2014,35131625007AM,PFOS,0.04,EPA 537,<,,SE1,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,3/25/2014,35131625007AM,PFOA,0.02,EPA 537,<,,SE1,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738007AM,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738007AM,PFOA,0.02,EPA 537,<,,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738007AM,"1,4-dioxane",0.07,EPA 522,<,,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738007AM,molybdenum,1.0,EPA 200.8,<,,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738007AM,strontium,0.3,EPA 200.8,=,881,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738007AM,chlorate,20.0,EPA 300.1,<,,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738007AM,vanadium,0.2,EPA 200.8,<,,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,3/25/2014,14032608-04,chlorate,20.0,EPA 300.1,=,260,SE1,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738005AM,molybdenum,1.0,EPA 200.8,<,,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738005AM,PFOA,0.02,EPA 537,<,,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738005AM,chlorate,20.0,EPA 300.1,<,,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738005AM,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738005AM,vanadium,0.2,EPA 200.8,<,,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738005AM,strontium,0.3,EPA 200.8,=,757,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,3/25/2014,35131625007AM,strontium,0.3,EPA 200.8,=,927,SE1,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,3/25/2014,35131625007AM,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE1,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,3/25/2014,35131625007AM,"1,4-dioxane",0.07,EPA 522,<,,SE1,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,3/25/2014,35131625007AM,vanadium,0.2,EPA 200.8,<,,SE1,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,3/25/2014,35131625007AM,molybdenum,1.0,EPA 200.8,<,,SE1,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,3/25/2014,35131625015AM,molybdenum,1.0,EPA 200.8,<,,SE1,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,3/25/2014,14032608-08,chlorate,20.0,EPA 300.1,=,300,SE1,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738005AM,"1,4-dioxane",0.07,EPA 522,<,,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738013AM,vanadium,0.2,EPA 200.8,=,0.22,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,3/25/2014,14032608-06,chlorate,20.0,EPA 300.1,<,,SE1,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738015AM,strontium,0.3,EPA 200.8,=,748,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738009AM,chlorate,20.0,EPA 300.1,<,,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738009AM,molybdenum,1.0,EPA 200.8,<,,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738009AM,vanadium,0.2,EPA 200.8,<,,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738011AM,chlorate,20.0,EPA 300.1,<,,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738011AM,strontium,0.3,EPA 200.8,=,1380,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738011AM,molybdenum,1.0,EPA 200.8,<,,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738015AM,chlorate,20.0,EPA 300.1,<,,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738013AM,chlorate,20.0,EPA 300.1,<,,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738013AM,strontium,0.3,EPA 200.8,=,19,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738013AM,molybdenum,1.0,EPA 200.8,<,,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738011AM,vanadium,0.2,EPA 200.8,=,0.36,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738015AM,molybdenum,1.0,EPA 200.8,<,,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738009AM,strontium,0.3,EPA 200.8,=,335,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,3/25/2014,14032608-05,chlorate,20.0,EPA 300.1,=,24,SE1,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738007AM,PFOS,0.04,EPA 537,<,,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,3/25/2014,35131625013AM,strontium,0.3,EPA 200.8,=,625,SE1,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,3/25/2014,35131625015AM,vanadium,0.2,EPA 200.8,<,,SE1,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,3/25/2014,35131625011AM,vanadium,0.2,EPA 200.8,=,0.59,SE1,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,3/25/2014,35131625011AM,molybdenum,1.0,EPA 200.8,<,,SE1,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738015AM,vanadium,0.2,EPA 200.8,<,,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,3/25/2014,35131625013AM,vanadium,0.2,EPA 200.8,<,,SE1,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,3/25/2014,14032608-07,chlorate,20.0,EPA 300.1,=,82,SE1,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,3/25/2014,35131625015AM,strontium,0.3,EPA 200.8,=,611,SE1,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,3/25/2014,35131625011AM,strontium,0.3,EPA 200.8,=,314,SE1,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,3/25/2014,35131625009AM,vanadium,0.2,EPA 200.8,=,0.30,SE1,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,3/25/2014,35131625009AM,molybdenum,1.0,EPA 200.8,<,,SE1,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,3/25/2014,35131625009AM,strontium,0.3,EPA 200.8,=,13.70,SE1,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,3/25/2014,35131625013AM,molybdenum,1.0,EPA 200.8,<,,SE1,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,3/25/2014,14032608-02,chlorate,20.0,EPA 300.1,=,96,SE1,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738001AM,PFOS,0.04,EPA 537,<,,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738001AM,chlorate,20.0,EPA 300.1,<,,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738001AM,strontium,0.3,EPA 200.8,=,125,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738001AM,vanadium,0.2,EPA 200.8,<,,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738001AM,"1,4-dioxane",0.07,EPA 522,<,,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738001AM,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738001AM,PFOA,0.02,EPA 537,<,,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,3/25/2014,35131625003AM,PFOS,0.04,EPA 537,<,,SE1,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,3/25/2014,35131625003AM,molybdenum,1.0,EPA 200.8,<,,SE1,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,3/25/2014,35131625003AM,vanadium,0.2,EPA 200.8,<,,SE1,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,3/25/2014,35131625003AM,"1,4-dioxane",0.07,EPA 522,<,,SE1,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,3/25/2014,35131625003AM,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE1,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,3/25/2014,35131625003AM,PFOA,0.02,EPA 537,<,,SE1,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,9/10/2014,35154738001AM,molybdenum,1.0,EPA 200.8,<,,SE2,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,3/25/2014,14032608-01,chlorate,20.0,EPA 300.1,=,24,SE1,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,3/25/2014,35131625001AM,"1,4-dioxane",0.07,EPA 522,<,,SE1,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,3/25/2014,35131625001AM,molybdenum,1.0,EPA 200.8,<,,SE1,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,3/25/2014,35131625001AM,strontium,0.3,EPA 200.8,=,11,SE1,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,3/25/2014,35131625001AM,PFOA,0.02,EPA 537,<,,SE1,AM,4,FL
FL1570349,Holley-Navarre Water System,L,GW,3/25/2014,35131625001AM,PFOS,0.04,EPA 537,<,,SE1,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914563,strontium,0.3,EPA 200.8,=,160,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914586,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914584,chlorate,20.0,EPA 300.1,<,,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914579,"1,4-dioxane",0.07,EPA 522,=,0.41,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914580,vanadium,0.2,EPA 200.8,<,,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914580,strontium,0.3,EPA 200.8,=,93,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,4/17/2013,2811071,vanadium,0.2,EPA 200.8,<,,SE1,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914580,molybdenum,1.0,EPA 200.8,=,2.20,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,4/17/2013,2811071,strontium,0.3,EPA 200.8,=,96,SE1,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914582,PFOS,0.04,EPA 537,<,,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914582,PFOA,0.02,EPA 537,<,,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,4/17/2013,2811077,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE1,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,4/17/2013,2811070,"1,4-dioxane",0.07,EPA 522,<,,SE1,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914563,vanadium,0.2,EPA 200.8,<,,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,4/17/2013,2811142,vanadium,0.2,EPA 200.8,<,,SE1,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,4/17/2013,2811142,molybdenum,1.0,EPA 200.8,=,2.50,SE1,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,4/17/2013,2811142,strontium,0.3,EPA 200.8,=,160,SE1,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,4/17/2013,2811144,PFOA,0.02,EPA 537,<,,SE1,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914569,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914629,PFOA,0.02,EPA 537,<,,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914633,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914629,PFOS,0.04,EPA 537,<,,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914631,chlorate,20.0,EPA 300.1,<,,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,4/17/2013,2811059,chlorate,20.0,EPA 300.1,<,,SE1,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914567,chlorate,20.0,EPA 300.1,<,,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914565,PFOS,0.04,EPA 537,<,,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,4/17/2013,2811141,"1,4-dioxane",0.07,EPA 522,<,,SE1,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,4/17/2013,2811144,PFOS,0.04,EPA 537,<,,SE1,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,4/17/2013,2811148,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE1,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,4/17/2013,2811146,chlorate,20.0,EPA 300.1,<,,SE1,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,4/17/2013,2811057,strontium,0.3,EPA 200.8,=,99,SE1,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914575,vanadium,0.2,EPA 200.8,<,,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914571,strontium,0.3,EPA 200.8,=,130,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914642,chlorate,20.0,EPA 300.1,<,,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914571,molybdenum,1.0,EPA 200.8,=,2.40,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914571,vanadium,0.2,EPA 200.8,<,,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914573,chlorate,20.0,EPA 300.1,<,,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914635,molybdenum,1.0,EPA 200.8,=,3,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914577,chlorate,20.0,EPA 300.1,<,,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914575,molybdenum,1.0,EPA 200.8,=,2.40,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914536,strontium,0.3,EPA 200.8,=,150,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914536,molybdenum,1.0,EPA 200.8,=,2.50,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914536,vanadium,0.2,EPA 200.8,<,,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,4/17/2013,2811133,molybdenum,1.0,EPA 200.8,=,2.50,SE1,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914575,strontium,0.3,EPA 200.8,=,98,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914640,vanadium,0.2,EPA 200.8,<,,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914635,vanadium,0.2,EPA 200.8,<,,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914640,strontium,0.3,EPA 200.8,=,96,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914640,molybdenum,1.0,EPA 200.8,=,2,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914599,chlorate,20.0,EPA 300.1,<,,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914752,strontium,0.3,EPA 200.8,=,110,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914752,molybdenum,1.0,EPA 200.8,=,2.30,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914752,vanadium,0.2,EPA 200.8,<,,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914597,molybdenum,1.0,EPA 200.8,=,3.10,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914597,strontium,0.3,EPA 200.8,=,130,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914597,vanadium,0.2,EPA 200.8,<,,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914637,chlorate,20.0,EPA 300.1,<,,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914754,chlorate,20.0,EPA 300.1,<,,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914635,strontium,0.3,EPA 200.8,=,130,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,4/17/2013,2811116,vanadium,0.2,EPA 200.8,<,,SE1,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,4/17/2013,2811003,chlorate,20.0,EPA 300.1,<,,SE1,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,4/17/2013,2811133,strontium,0.3,EPA 200.8,=,140,SE1,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,4/17/2013,2811153,chlorate,20.0,EPA 300.1,<,,SE1,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,4/17/2013,2811057,molybdenum,1.0,EPA 200.8,=,2.40,SE1,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,10/16/2013,2914538,chlorate,20.0,EPA 300.1,<,,SE2,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,4/17/2013,2811053,strontium,0.3,EPA 200.8,=,120,SE1,AM,4,FL
FL1460182,City of Crestview Water Department,L,GW,4/17/2013,2811001,strontium,0.3,EPA 200.8,=,130,SE1,AM,4,FL
